customer_no,full_name,phone,email,password_hash,account_iban,currency,balance,card_masked_pan,card_status,tx_type,amount,tx_status,created_at,target_iban,bill_id
CUST-1030,Olena Melnyk,+380671000030,olena.melnyk30@example.com,85fcbe6bf830f23209ea6a932921e8da31a653a24a20cb84e75c4997e505690b,UA000010000000000000000000062,USD,80421.28,**** **** **** 1062,ACTIVE,BILL_PAYMENT,9897.01,FAILED,2024-01-03T13:44:00,,BILL-50452
CUST-1054,Dmytro Tkachenko,+380671000054,dmytro.tkachenko54@example.com,db383db8666c1c7f372e49b801a0405e0dd4193ab772163521b16e78879fa334,UA000010000000000000000000109,USD,44547.39,**** **** **** 1109,BLOCKED,BILL_PAYMENT,1155.78,FAILED,2024-01-03T13:51:00,,BILL-50453
CUST-1061,Olena Melnyk,+380671000061,olena.melnyk61@example.com,da3df0f1c138cc7b9e79e218587a605e12b7a9b9ac24e1287da5ed056cf10c22,UA000010000000000000000000123,EUR,17339.43,**** **** **** 1123,BLOCKED,BILL_PAYMENT,8038.79,FAILED,2024-01-03T13:58:00,,BILL-50454
CUST-1053,Dmytro Bondarenko,+380671000053,dmytro.bondarenko53@example.com,f75b853a4521962ca5d349e4ca4cb69dce2dbfef61731cb9d14f1f2f1b6499fe,UA000010000000000000000000108,EUR,48975.1,**** **** **** 1108,ACTIVE,TRANSFER,11871.28,COMPLETED,2024-01-03T14:05:00,UA000010000000000000000000180,
CUST-1068,Kateryna Shevchenko,+380671000068,kateryna.shevchenko68@example.com,5a583fab00aa1c17acaad80b2b9b5a16a8563e7e66808bf4b4acbfb55d9b85d4,UA000010000000000000000000138,USD,70247.03,**** **** **** 1138,BLOCKED,TRANSFER,1685.07,PENDING,2024-01-03T14:12:00,UA000010000000000000000000169,
CUST-1085,Iryna Shevchenko,+380671000085,iryna.shevchenko85@example.com,cfecdf5846f8e8279f4dcf79a2135308e11c0d283175a2fb79b33b76f487cb24,UA000010000000000000000000171,USD,99666.51,**** **** **** 1171,BLOCKED,BILL_PAYMENT,2536.76,FAILED,2024-01-03T14:19:00,,BILL-50457
CUST-1005,Dmytro Shevchenko,+380671000005,dmytro.shevchenko5@example.com,0eeac8171768d0cdef3a20fee6db4362d019c91e10662a6b55186336e1a42778,UA000010000000000000000000012,UAH,28575.97,**** **** **** 1012,ACTIVE,BILL_PAYMENT,14503.83,COMPLETED,2024-01-03T14:26:00,,BILL-50458
CUST-1055,Sofiia Koval,+380671000055,sofiia.koval55@example.com,d6f7adababfd90706cc787591cdaf547f91d53abcb9008a180d90fc3d4f651e2,UA000010000000000000000000111,EUR,8977.19,**** **** **** 1111,ACTIVE,TRANSFER,207.69,COMPLETED,2024-01-03T14:33:00,UA000010000000000000000000057,
CUST-1065,Ivan Tkachuk,+380671000065,ivan.tkachuk65@example.com,3c62426f46ebb414ff53540c6f1af32639c28b434126ae98b9f1651dd5e4fd4a,UA000010000000000000000000131,USD,83656.18,**** **** **** 1131,BLOCKED,TRANSFER,6714.39,COMPLETED,2024-01-03T14:40:00,UA000010000000000000000000119,
CUST-1098,Sofiia Shevchenko,+380671000098,sofiia.shevchenko98@example.com,125e175312b42ca54475207f1ad47df9ac421dd758fcc5c2ab19ae31e451cc53,UA000010000000000000000000198,UAH,55647.23,**** **** **** 1198,ACTIVE,TRANSFER,5207.26,PENDING,2024-01-03T14:47:00,UA000010000000000000000000124,
CUST-1013,Maksym Tkachuk,+380671000013,maksym.tkachuk13@example.com,1e53de2a2b4ab888cc24002ef8832d433b21956ab83ddeef989c8224b5c8f9f2,UA000010000000000000000000027,EUR,86320.1,**** **** **** 1027,BLOCKED,BILL_PAYMENT,6268.83,PENDING,2024-01-03T14:54:00,,BILL-50462
CUST-1014,Dmytro Tkachenko,+380671000014,dmytro.tkachenko14@example.com,b78f24953963ac5ed773d6ec83120e3b1a65510201dc09ed2ed9e9781ba88870,UA000010000000000000000000030,USD,66079.94,**** **** **** 1030,BLOCKED,TRANSFER,5257.51,COMPLETED,2024-01-03T15:01:00,UA000010000000000000000000117,
CUST-1026,Sofiia Tkachuk,+380671000026,sofiia.tkachuk26@example.com,45e17065ddc6fb3a682f7732df5804652952dbe1f5ca5377a661515a8fcf66be,UA000010000000000000000000053,EUR,90488.93,**** **** **** 1053,ACTIVE,BILL_PAYMENT,5257.09,PENDING,2024-01-03T15:08:00,,BILL-50464
CUST-1056,Iryna Shevchenko,+380671000056,iryna.shevchenko56@example.com,bacb5d03bee1af445b7cc73ba8db52a7fc01d474327c87899831ffe3b4c3543b,UA000010000000000000000000113,EUR,22181.33,**** **** **** 1113,BLOCKED,BILL_PAYMENT,4817.7,COMPLETED,2024-01-03T15:15:00,,BILL-50465
CUST-1005,Dmytro Shevchenko,+380671000005,dmytro.shevchenko5@example.com,0eeac8171768d0cdef3a20fee6db4362d019c91e10662a6b55186336e1a42778,UA000010000000000000000000012,UAH,28575.97,**** **** **** 1012,ACTIVE,TRANSFER,387.65,COMPLETED,2024-01-03T15:22:00,UA000010000000000000000000166,
CUST-1013,Maksym Tkachuk,+380671000013,maksym.tkachuk13@example.com,1e53de2a2b4ab888cc24002ef8832d433b21956ab83ddeef989c8224b5c8f9f2,UA000010000000000000000000028,UAH,94218.02,**** **** **** 1028,ACTIVE,TRANSFER,13952.34,FAILED,2024-01-03T15:29:00,UA000010000000000000000000063,
CUST-1066,Olena Tkachuk,+380671000066,olena.tkachuk66@example.com,06599c96e52ff54f21e65cec89df4b96ce519704136d6f7246a56be613eed8fb,UA000010000000000000000000133,USD,23197.99,**** **** **** 1133,ACTIVE,TRANSFER,8301.06,COMPLETED,2024-01-03T15:36:00,UA000010000000000000000000144,
CUST-1054,Dmytro Tkachenko,+380671000054,dmytro.tkachenko54@example.com,db383db8666c1c7f372e49b801a0405e0dd4193ab772163521b16e78879fa334,UA000010000000000000000000110,UAH,27899.8,**** **** **** 1110,BLOCKED,BILL_PAYMENT,3516.24,COMPLETED,2024-01-03T15:43:00,,BILL-50469
CUST-1080,Ivan Shevchenko,+380671000080,ivan.shevchenko80@example.com,a5276c24114971eceb4d5149894034741bcf22825b30c39942ff63007e031956,UA000010000000000000000000162,USD,34693.55,**** **** **** 1162,BLOCKED,TRANSFER,2836.48,FAILED,2024-01-03T15:50:00,UA000010000000000000000000111,
CUST-1050,Andrii Koval,+380671000050,andrii.koval50@example.com,be46e03449534372e45f1abf511f78148625cf11d99f2f550e2f32b3a551dfb6,UA000010000000000000000000102,USD,14200.57,**** **** **** 1102,BLOCKED,TRANSFER,11073.96,PENDING,2024-01-03T15:57:00,UA000010000000000000000000116,
CUST-1075,Andrii Tkachuk,+380671000075,andrii.tkachuk75@example.com,aaa88f12093ddca8064cdb97bf7635d7cd82c94d264121133f79f24e9b645bf1,UA000010000000000000000000152,EUR,89265.93,**** **** **** 1152,BLOCKED,BILL_PAYMENT,5863.09,FAILED,2024-01-03T16:04:00,,BILL-50472
CUST-1027,Olena Shevchenko,+380671000027,olena.shevchenko27@example.com,43b3ec9ea3961a319d37b4cc775d3f43f68709b62a93db10dd6c598137f28732,UA000010000000000000000000055,USD,13617.11,**** **** **** 1055,BLOCKED,TRANSFER,4211.26,FAILED,2024-01-03T16:11:00,UA000010000000000000000000017,
CUST-1073,Maksym Bondarenko,+380671000073,maksym.bondarenko73@example.com,25ac9b17f8113ceda4e3b18b639ac0c5821fa6cf61e31a4b2cafec4573b89522,UA000010000000000000000000148,EUR,43409.42,**** **** **** 1148,BLOCKED,TRANSFER,12002.56,FAILED,2024-01-03T16:18:00,UA000010000000000000000000048,
CUST-1046,Sofiia Bondarenko,+380671000046,sofiia.bondarenko46@example.com,3f1b954c84d8216e09ae793664571dedb1e1bcc9a2bfdc2b6dc58db9a24fa7de,UA000010000000000000000000094,UAH,3418.11,**** **** **** 1094,ACTIVE,BILL_PAYMENT,2996.26,PENDING,2024-01-03T16:25:00,,BILL-50475
CUST-1033,Kateryna Tkachenko,+380671000033,kateryna.tkachenko33@example.com,0756810289814362efbea8bb826fea0a7bc4318a7f22a4b27b48290cd39951a3,UA000010000000000000000000068,USD,33497.93,**** **** **** 1068,ACTIVE,BILL_PAYMENT,7939.34,FAILED,2024-01-03T16:32:00,,BILL-50476
CUST-1040,Andrii Tkachuk,+380671000040,andrii.tkachuk40@example.com,d88a53cd8ffe65ab18d2c62882479559aa781642ce7a8d340b22fc0a637b0359,UA000010000000000000000000081,EUR,90104.64,**** **** **** 1081,BLOCKED,BILL_PAYMENT,9189.06,FAILED,2024-01-03T16:39:00,,BILL-50477
CUST-1014,Dmytro Tkachenko,+380671000014,dmytro.tkachenko14@example.com,b78f24953963ac5ed773d6ec83120e3b1a65510201dc09ed2ed9e9781ba88870,UA000010000000000000000000030,USD,66079.94,**** **** **** 1030,BLOCKED,BILL_PAYMENT,5312.17,COMPLETED,2024-01-03T16:46:00,,BILL-50478
CUST-1079,Kateryna Melnyk,+380671000079,kateryna.melnyk79@example.com,f46c534ea1cb330122334be00303592a10bcbbc238d1b11e1b498d4486d13755,UA000010000000000000000000159,USD,57415.11,**** **** **** 1159,BLOCKED,TRANSFER,12215.39,FAILED,2024-01-03T16:53:00,UA000010000000000000000000077,
CUST-1078,Ivan Bondarenko,+380671000078,ivan.bondarenko78@example.com,70dfb731f9ecfb0c9015b28838281e2a3cde900a791c45532154ddb5a95ed31b,UA000010000000000000000000158,USD,88281.49,**** **** **** 1158,ACTIVE,TRANSFER,10098.05,COMPLETED,2024-01-03T17:00:00,UA000010000000000000000000031,
CUST-1030,Olena Melnyk,+380671000030,olena.melnyk30@example.com,85fcbe6bf830f23209ea6a932921e8da31a653a24a20cb84e75c4997e505690b,UA000010000000000000000000062,USD,80421.28,**** **** **** 1062,ACTIVE,BILL_PAYMENT,1798.39,COMPLETED,2024-01-03T17:07:00,,BILL-50481
CUST-1088,Maksym Tkachenko,+380671000088,maksym.tkachenko88@example.com,1d45a36925bcb8f729f8f06ee0ec689f440cc6b08c3a0573ed12e10104e1e9a0,UA000010000000000000000000178,UAH,83430.21,**** **** **** 1178,BLOCKED,TRANSFER,7686.83,COMPLETED,2024-01-03T17:14:00,UA000010000000000000000000153,
CUST-1017,Olena Shevchenko,+380671000017,olena.shevchenko17@example.com,4a6b7fa040bcfc734a113fee84d3789c0a626d70d029afad0d1c3e7b6c562e14,UA000010000000000000000000036,UAH,54225.81,**** **** **** 1036,BLOCKED,BILL_PAYMENT,6374.43,COMPLETED,2024-01-03T17:21:00,,BILL-50483
CUST-1081,Kateryna Tkachenko,+380671000081,kateryna.tkachenko81@example.com,7137bc5132a11c4937a830c4f594a551b18d0764f66f8478de3db48377f2b611,UA000010000000000000000000163,EUR,2004.96,**** **** **** 1163,ACTIVE,TRANSFER,8345.94,COMPLETED,2024-01-03T17:28:00,UA000010000000000000000000074,
CUST-1017,Olena Shevchenko,+380671000017,olena.shevchenko17@example.com,4a6b7fa040bcfc734a113fee84d3789c0a626d70d029afad0d1c3e7b6c562e14,UA000010000000000000000000036,UAH,54225.81,**** **** **** 1036,BLOCKED,TRANSFER,4752.97,COMPLETED,2024-01-03T17:35:00,UA000010000000000000000000159,
CUST-1006,Ivan Shevchenko,+380671000006,ivan.shevchenko6@example.com,5c4950c94a3461441c356afa783f76b83b38fd65f730f291403efbcc798acc1f,UA000010000000000000000000014,UAH,65562.34,**** **** **** 1014,ACTIVE,BILL_PAYMENT,14280.04,COMPLETED,2024-01-03T17:42:00,,BILL-50486
CUST-1017,Olena Shevchenko,+380671000017,olena.shevchenko17@example.com,4a6b7fa040bcfc734a113fee84d3789c0a626d70d029afad0d1c3e7b6c562e14,UA000010000000000000000000035,UAH,46370.27,**** **** **** 1035,ACTIVE,TRANSFER,12237.48,FAILED,2024-01-03T17:49:00,UA000010000000000000000000130,
CUST-1083,Sofiia Bondarenko,+380671000083,sofiia.bondarenko83@example.com,dd76076f40644e9e57f7459bfc37b2ef8b7084bda5a3127c24a62c86dd45eb0b,UA000010000000000000000000168,USD,22938.04,**** **** **** 1168,ACTIVE,BILL_PAYMENT,6166.56,COMPLETED,2024-01-03T17:56:00,,BILL-50488
CUST-1053,Dmytro Bondarenko,+380671000053,dmytro.bondarenko53@example.com,f75b853a4521962ca5d349e4ca4cb69dce2dbfef61731cb9d14f1f2f1b6499fe,UA000010000000000000000000107,USD,75425.9,**** **** **** 1107,BLOCKED,BILL_PAYMENT,7356.06,PENDING,2024-01-03T18:03:00,,BILL-50489
CUST-1072,Andrii Bondarenko,+380671000072,andrii.bondarenko72@example.com,79db1e22563af60be55a3717827926b76139d2428cbe693eba1643c2798e048d,UA000010000000000000000000145,UAH,70022.11,**** **** **** 1145,BLOCKED,TRANSFER,11948.42,PENDING,2024-01-03T18:10:00,UA000010000000000000000000075,
CUST-1004,Olena Bondarenko,+380671000004,olena.bondarenko4@example.com,a417b5dc3d06d15d91c6687e27fc1705ebc56b3b2d813abe03066e5643fe4e74,UA000010000000000000000000009,UAH,40859.51,**** **** **** 1009,BLOCKED,BILL_PAYMENT,3411.41,COMPLETED,2024-01-03T18:17:00,,BILL-50491
CUST-1021,Iryna Bondarenko,+380671000021,iryna.bondarenko21@example.com,2d6b3bb57cb9e22fa36516172ef096b30ae00d08eedc1499c599b6269975521d,UA000010000000000000000000044,EUR,55769.14,**** **** **** 1044,BLOCKED,BILL_PAYMENT,8506.47,COMPLETED,2024-01-03T18:24:00,,BILL-50492
CUST-1070,Maksym Melnyk,+380671000070,maksym.melnyk70@example.com,44b6dadf9835ff29d5342da14dfaf76e3d828081a1704b131baa355f950e6047,UA000010000000000000000000141,EUR,3542.16,**** **** **** 1141,BLOCKED,TRANSFER,8612.08,COMPLETED,2024-01-03T18:31:00,UA000010000000000000000000199,
CUST-1069,Andrii Melnyk,+380671000069,andrii.melnyk69@example.com,667d45d6d55c4fe6a7239bb554854e3b8fc0b392abea73864e91104bb1b4581d,UA000010000000000000000000140,UAH,96507.36,**** **** **** 1140,ACTIVE,BILL_PAYMENT,8153.55,PENDING,2024-01-03T18:38:00,,BILL-50494
CUST-1097,Sofiia Bondarenko,+380671000097,sofiia.bondarenko97@example.com,7f5106053c87018f57187a0a485dedacb2ef37f08f05ab2313f23217a9ee928b,UA000010000000000000000000195,EUR,96050.77,**** **** **** 1195,ACTIVE,BILL_PAYMENT,8217.98,COMPLETED,2024-01-03T18:45:00,,BILL-50495
CUST-1013,Maksym Tkachuk,+380671000013,maksym.tkachuk13@example.com,1e53de2a2b4ab888cc24002ef8832d433b21956ab83ddeef989c8224b5c8f9f2,UA000010000000000000000000027,EUR,86320.1,**** **** **** 1027,BLOCKED,TRANSFER,4500.75,PENDING,2024-01-03T18:52:00,UA000010000000000000000000116,
CUST-1033,Kateryna Tkachenko,+380671000033,kateryna.tkachenko33@example.com,0756810289814362efbea8bb826fea0a7bc4318a7f22a4b27b48290cd39951a3,UA000010000000000000000000068,USD,33497.93,**** **** **** 1068,ACTIVE,BILL_PAYMENT,12939.88,PENDING,2024-01-03T18:59:00,,BILL-50497
CUST-1056,Iryna Shevchenko,+380671000056,iryna.shevchenko56@example.com,bacb5d03bee1af445b7cc73ba8db52a7fc01d474327c87899831ffe3b4c3543b,UA000010000000000000000000113,EUR,22181.33,**** **** **** 1113,BLOCKED,TRANSFER,11645.69,PENDING,2024-01-03T19:06:00,UA000010000000000000000000054,
CUST-1094,Sofiia Koval,+380671000094,sofiia.koval94@example.com,3fdd6e2fcae488c7c7818992ad08249cd0f6576f6ff846bcecaa816e002cde3c,UA000010000000000000000000189,UAH,15770.56,**** **** **** 1189,BLOCKED,BILL_PAYMENT,12922.68,FAILED,2024-01-03T19:13:00,,BILL-50499
CUST-1080,Ivan Shevchenko,+380671000080,ivan.shevchenko80@example.com,a5276c24114971eceb4d5149894034741bcf22825b30c39942ff63007e031956,UA000010000000000000000000162,USD,34693.55,**** **** **** 1162,BLOCKED,BILL_PAYMENT,2531.43,PENDING,2024-01-03T19:20:00,,BILL-50500
CUST-1026,Sofiia Tkachuk,+380671000026,sofiia.tkachuk26@example.com,45e17065ddc6fb3a682f7732df5804652952dbe1f5ca5377a661515a8fcf66be,UA000010000000000000000000053,EUR,90488.93,**** **** **** 1053,ACTIVE,TRANSFER,12091.34,FAILED,2024-01-03T19:27:00,UA000010000000000000000000090,
CUST-1068,Kateryna Shevchenko,+380671000068,kateryna.shevchenko68@example.com,5a583fab00aa1c17acaad80b2b9b5a16a8563e7e66808bf4b4acbfb55d9b85d4,UA000010000000000000000000137,USD,67276.43,**** **** **** 1137,ACTIVE,BILL_PAYMENT,8973.02,PENDING,2024-01-03T19:34:00,,BILL-50502
CUST-1041,Sofiia Tkachuk,+380671000041,sofiia.tkachuk41@example.com,a8a5146b1f97c2c8987ccb3a87d2f30b8aa258c2a32cb96115bf381d42df875c,UA000010000000000000000000083,EUR,30269.87,**** **** **** 1083,ACTIVE,BILL_PAYMENT,4375.53,COMPLETED,2024-01-03T19:41:00,,BILL-50503
CUST-1065,Ivan Tkachuk,+380671000065,ivan.tkachuk65@example.com,3c62426f46ebb414ff53540c6f1af32639c28b434126ae98b9f1651dd5e4fd4a,UA000010000000000000000000132,UAH,75153.4,**** **** **** 1132,ACTIVE,TRANSFER,2077.05,COMPLETED,2024-01-03T19:48:00,UA000010000000000000000000016,
CUST-1035,Andrii Tkachuk,+380671000035,andrii.tkachuk35@example.com,5a66c7ba1398dd71c92a77cc7647c4183e6bf97b227e441bb2674a319b184e63,UA000010000000000000000000071,UAH,12418.83,**** **** **** 1071,BLOCKED,TRANSFER,10536.33,PENDING,2024-01-03T19:55:00,UA000010000000000000000000064,
CUST-1018,Dmytro Shevchenko,+380671000018,dmytro.shevchenko18@example.com,b99ddd77e59c96b13b64b3abe1902db4c0a76dabf8622aa6c71f8f5670be6625,UA000010000000000000000000038,UAH,37583.18,**** **** **** 1038,ACTIVE,BILL_PAYMENT,12435.8,FAILED,2024-01-03T20:02:00,,BILL-50506
CUST-1050,Andrii Koval,+380671000050,andrii.koval50@example.com,be46e03449534372e45f1abf511f78148625cf11d99f2f550e2f32b3a551dfb6,UA000010000000000000000000101,UAH,56183.17,**** **** **** 1101,ACTIVE,BILL_PAYMENT,2175.47,FAILED,2024-01-03T20:09:00,,BILL-50507
CUST-1034,Sofiia Tkachuk,+380671000034,sofiia.tkachuk34@example.com,94cd5db06baf087fd56c0042adc1deb162d271acfb8b3eb0277069517998d489,UA000010000000000000000000069,USD,35763.47,**** **** **** 1069,BLOCKED,BILL_PAYMENT,5658.83,PENDING,2024-01-03T20:16:00,,BILL-50508
CUST-1081,Kateryna Tkachenko,+380671000081,kateryna.tkachenko81@example.com,7137bc5132a11c4937a830c4f594a551b18d0764f66f8478de3db48377f2b611,UA000010000000000000000000163,EUR,2004.96,**** **** **** 1163,ACTIVE,TRANSFER,6072.62,FAILED,2024-01-03T20:23:00,UA000010000000000000000000072,
CUST-1088,Maksym Tkachenko,+380671000088,maksym.tkachenko88@example.com,1d45a36925bcb8f729f8f06ee0ec689f440cc6b08c3a0573ed12e10104e1e9a0,UA000010000000000000000000178,UAH,83430.21,**** **** **** 1178,BLOCKED,BILL_PAYMENT,6847.7,COMPLETED,2024-01-03T20:30:00,,BILL-50510
CUST-1041,Sofiia Tkachuk,+380671000041,sofiia.tkachuk41@example.com,a8a5146b1f97c2c8987ccb3a87d2f30b8aa258c2a32cb96115bf381d42df875c,UA000010000000000000000000084,UAH,42624.19,**** **** **** 1084,BLOCKED,TRANSFER,13040.17,FAILED,2024-01-03T20:37:00,UA000010000000000000000000024,
CUST-1093,Iryna Shevchenko,+380671000093,iryna.shevchenko93@example.com,3dcc4d43a91ae471be9fb0dfb7e7a44dcbaf8125b389d65d38604ec5582825ec,UA000010000000000000000000188,USD,49682.91,**** **** **** 1188,ACTIVE,BILL_PAYMENT,9540.87,FAILED,2024-01-03T20:44:00,,BILL-50512
CUST-1045,Andrii Shevchenko,+380671000045,andrii.shevchenko45@example.com,64bf83fcf172a284e3db6b4cc76bb175184ee9dd57e77f0421e3e401ea3858e0,UA000010000000000000000000092,UAH,82023.92,**** **** **** 1092,ACTIVE,TRANSFER,11945.39,COMPLETED,2024-01-03T20:51:00,UA000010000000000000000000056,
CUST-1054,Dmytro Tkachenko,+380671000054,dmytro.tkachenko54@example.com,db383db8666c1c7f372e49b801a0405e0dd4193ab772163521b16e78879fa334,UA000010000000000000000000110,UAH,27899.8,**** **** **** 1110,BLOCKED,TRANSFER,7445.99,COMPLETED,2024-01-03T20:58:00,UA000010000000000000000000073,
CUST-1043,Sofiia Shevchenko,+380671000043,sofiia.shevchenko43@example.com,db9aa0719dbf5cac40e44b268042014e9bc28b4134df9051a35f8c64f6603b6f,UA000010000000000000000000087,EUR,83538.79,**** **** **** 1087,BLOCKED,TRANSFER,8513.82,COMPLETED,2024-01-03T21:05:00,UA000010000000000000000000088,
CUST-1087,Iryna Bondarenko,+380671000087,iryna.bondarenko87@example.com,4a2efe616f41f27f583d7e1e628a7b019f2b2603677ae0216d14559eefb83975,UA000010000000000000000000175,EUR,54050.53,**** **** **** 1175,ACTIVE,TRANSFER,736.85,FAILED,2024-01-03T21:12:00,UA000010000000000000000000118,
CUST-1002,Sofiia Koval,+380671000002,sofiia.koval2@example.com,1ba3d16e9881959f8c9a9762854f72c6e6321cdd44358a10a4e939033117eab9,UA000010000000000000000000005,UAH,78677.32,**** **** **** 1005,BLOCKED,TRANSFER,13945.02,PENDING,2024-01-03T21:19:00,UA000010000000000000000000113,
CUST-1058,Maksym Tkachuk,+380671000058,maksym.tkachuk58@example.com,daa7c4bc3f1506b52b2bcc7864db9a96aee3ec1a8a68b29c5db60de1f8a6918b,UA000010000000000000000000117,EUR,38657.72,**** **** **** 1117,ACTIVE,TRANSFER,14877.98,COMPLETED,2024-01-03T21:26:00,UA000010000000000000000000052,
CUST-1088,Maksym Tkachenko,+380671000088,maksym.tkachenko88@example.com,1d45a36925bcb8f729f8f06ee0ec689f440cc6b08c3a0573ed12e10104e1e9a0,UA000010000000000000000000177,USD,72733.92,**** **** **** 1177,BLOCKED,TRANSFER,13238.11,COMPLETED,2024-01-03T21:33:00,UA000010000000000000000000041,
CUST-1035,Andrii Tkachuk,+380671000035,andrii.tkachuk35@example.com,5a66c7ba1398dd71c92a77cc7647c4183e6bf97b227e441bb2674a319b184e63,UA000010000000000000000000071,UAH,12418.83,**** **** **** 1071,BLOCKED,TRANSFER,9836.09,COMPLETED,2024-01-03T21:40:00,UA000010000000000000000000022,
CUST-1047,Kateryna Koval,+380671000047,kateryna.koval47@example.com,dbb70b94b6b192a1085e8056872daa4eb24002d47c82e88b1323f1a5882567ba,UA000010000000000000000000096,USD,42029.66,**** **** **** 1096,ACTIVE,TRANSFER,824.22,FAILED,2024-01-03T21:47:00,UA000010000000000000000000079,
CUST-1092,Kateryna Melnyk,+380671000092,kateryna.melnyk92@example.com,905026a6ddab21a9d1dca17cc4f47b843eccd1c4806f7f3c59b88cdac12e339f,UA000010000000000000000000186,UAH,96584.27,**** **** **** 1186,BLOCKED,TRANSFER,6467.0,PENDING,2024-01-03T21:54:00,UA000010000000000000000000181,
CUST-1012,Andrii Shevchenko,+380671000012,andrii.shevchenko12@example.com,fdac810d0c09f25c5ddcee9976ab1f1ae1973dba7c65152d95b0937bc2a6c883,UA000010000000000000000000025,UAH,96117.11,**** **** **** 1025,ACTIVE,TRANSFER,3240.65,PENDING,2024-01-03T22:01:00,UA000010000000000000000000034,
CUST-1075,Andrii Tkachuk,+380671000075,andrii.tkachuk75@example.com,aaa88f12093ddca8064cdb97bf7635d7cd82c94d264121133f79f24e9b645bf1,UA000010000000000000000000152,EUR,89265.93,**** **** **** 1152,BLOCKED,TRANSFER,7815.69,COMPLETED,2024-01-03T22:08:00,UA000010000000000000000000003,
CUST-1001,Andrii Koval,+380671000001,andrii.koval1@example.com,e6c3da5b206634d7f3f3586d747ffdb36b5c675757b380c6a5fe5c570c714349,UA000010000000000000000000003,EUR,24562.46,**** **** **** 1003,BLOCKED,BILL_PAYMENT,12265.78,COMPLETED,2024-01-03T22:15:00,,BILL-50525
CUST-1088,Maksym Tkachenko,+380671000088,maksym.tkachenko88@example.com,1d45a36925bcb8f729f8f06ee0ec689f440cc6b08c3a0573ed12e10104e1e9a0,UA000010000000000000000000178,UAH,83430.21,**** **** **** 1178,BLOCKED,TRANSFER,7191.62,PENDING,2024-01-03T22:22:00,UA000010000000000000000000099,
CUST-1011,Iryna Bondarenko,+380671000011,iryna.bondarenko11@example.com,8057f787ebd8b4f9d40f53d7fbbfcbdde7067c1a074435b68f525b3de0e2ac2b,UA000010000000000000000000023,EUR,32046.88,**** **** **** 1023,ACTIVE,TRANSFER,1592.86,COMPLETED,2024-01-03T22:29:00,UA000010000000000000000000077,
CUST-1017,Olena Shevchenko,+380671000017,olena.shevchenko17@example.com,4a6b7fa040bcfc734a113fee84d3789c0a626d70d029afad0d1c3e7b6c562e14,UA000010000000000000000000036,UAH,54225.81,**** **** **** 1036,BLOCKED,BILL_PAYMENT,11613.23,PENDING,2024-01-03T22:36:00,,BILL-50528
CUST-1082,Sofiia Shevchenko,+380671000082,sofiia.shevchenko82@example.com,ca619acdadd8eb0f598c954031b5f359a2fbd4fe0179eb02acfeab2ad373c999,UA000010000000000000000000165,USD,55962.44,**** **** **** 1165,ACTIVE,TRANSFER,1072.75,FAILED,2024-01-03T22:43:00,UA000010000000000000000000003,
CUST-1078,Ivan Bondarenko,+380671000078,ivan.bondarenko78@example.com,70dfb731f9ecfb0c9015b28838281e2a3cde900a791c45532154ddb5a95ed31b,UA000010000000000000000000157,USD,85319.6,**** **** **** 1157,ACTIVE,TRANSFER,6629.49,FAILED,2024-01-03T22:50:00,UA000010000000000000000000055,
CUST-1080,Ivan Shevchenko,+380671000080,ivan.shevchenko80@example.com,a5276c24114971eceb4d5149894034741bcf22825b30c39942ff63007e031956,UA000010000000000000000000161,UAH,49267.44,**** **** **** 1161,BLOCKED,TRANSFER,13802.42,FAILED,2024-01-03T22:57:00,UA000010000000000000000000176,
CUST-1056,Iryna Shevchenko,+380671000056,iryna.shevchenko56@example.com,bacb5d03bee1af445b7cc73ba8db52a7fc01d474327c87899831ffe3b4c3543b,UA000010000000000000000000114,USD,33757.26,**** **** **** 1114,BLOCKED,TRANSFER,1345.99,PENDING,2024-01-03T23:04:00,UA000010000000000000000000036,
CUST-1096,Ivan Bondarenko,+380671000096,ivan.bondarenko96@example.com,38ee64c8e2536e41e2543266f6a5216747b24c8b8ada7d5f7cfba8b1e80752fb,UA000010000000000000000000193,USD,86156.5,**** **** **** 1193,BLOCKED,TRANSFER,8864.13,COMPLETED,2024-01-03T23:11:00,UA000010000000000000000000090,
CUST-1054,Dmytro Tkachenko,+380671000054,dmytro.tkachenko54@example.com,db383db8666c1c7f372e49b801a0405e0dd4193ab772163521b16e78879fa334,UA000010000000000000000000110,UAH,27899.8,**** **** **** 1110,BLOCKED,BILL_PAYMENT,11876.6,PENDING,2024-01-03T23:18:00,,BILL-50534
CUST-1035,Andrii Tkachuk,+380671000035,andrii.tkachuk35@example.com,5a66c7ba1398dd71c92a77cc7647c4183e6bf97b227e441bb2674a319b184e63,UA000010000000000000000000071,UAH,12418.83,**** **** **** 1071,BLOCKED,TRANSFER,3760.1,FAILED,2024-01-03T23:25:00,UA000010000000000000000000154,
CUST-1092,Kateryna Melnyk,+380671000092,kateryna.melnyk92@example.com,905026a6ddab21a9d1dca17cc4f47b843eccd1c4806f7f3c59b88cdac12e339f,UA000010000000000000000000185,USD,48392.71,**** **** **** 1185,BLOCKED,BILL_PAYMENT,11695.6,FAILED,2024-01-03T23:32:00,,BILL-50536
